tag,type,count,aliases
fingernails,0,161677,"finger_nails,fingernail"
grey_eyes,0,160508,"gray_eyes,silver_eyes"
uniform,0,160320,uniforms
blue_skirt,0,159944,
looking_to_the_side,0,159866,"looking_to_side,looking_aside"
two_side_up,0,159017,two_sides_up
v-shaped_eyebrows,0,157406,
commission,5,156523,
tree,0,155787,trees
neckerchief,0,154925,
orange_eyes,0,154459,
covered_nipples,0,152388,"erect_nipple,erect_nipples,perky_nipples,erect_nipples_under_clothes"
eyelashes,0,151204,eye_lashes
symbol-shaped_pupils,0,149430,
sleeves_past_wrists,0,147653,sleeves_past_wrist
vocaloid,3,145356,"vocaloid_2,vocaloid_3"
legs,0,144899,leg
cat_tail,0,144892,cat_tails
fur_trim,0,143198,fur_lining
multiple_views,0,142855,
see-through,0,142413,"seethrough,transparent_clothing,sheer_clothing,sheer_clothes"
sketch,0,141624,"rough_sketch,rough"
strapless,0,141065,
clothing_cutout,0,140595,
hand_on_own_hip,0,140375,"hand_on_waist,hand_on_hip"
wrist_cuffs,0,139952,"wrist_cuff,wristcuffs,wristcuff,detached_cuffs"
groin,0,139922,"mound_of_venus,hip_lines,adonis_belt"
mole_under_eye,0,139762,
wet,0,139205,"soaked,wet_body,wet_skin"
toes,0,138494,
bar_censor,0,136273,censor_bars
feet_out_of_frame,0,136167,
maid,0,136027,"maid_costume,maid_outfit,maid_uniform,maid_dress,maids"
sleeveless_shirt,0,135138,sleeveless_blouse
sleeveless_dress,0,134517,
pillow,0,134225,pillows
gun,0,134108,"guns,firearm"
chinese_commentary,5,133625,
lips,0,133473,
head_tilt,0,132698,
v,0,132410,"peace_sign,v_sign"
sparkle,0,132302,"sparkles,sparkling"
torn_clothes,0,132217,"ripped_clothes,torn_clothing,ripped_clothing"
black_choker,0,132188,
fake_animal_ears,0,132118,
maid_headdress,0,132072,"maid_headband,maid_cachusha"
fox_ears,0,132051,
no_humans,0,131508,no_human
muscular,0,130068,"muscles,muscle"
short_shorts,0,129694,"hotpants,hot_pants,booty_shorts,minishorts"
bare_arms,0,129679,
upper_teeth_only,0,129672,upper_teeth
gradient_background,0,129584,
pokemon_(creature),0,129400,
book,0,129380,books
sash,0,129235,
ascot,0,128937,"jabot,cravat"
one-piece_swimsuit,0,128801,one-piece
zettai_ryouiki,0,128651,"zettai_ryouki,absolute_territory"
thigh_strap,0,126834,"thigh_straps,thigh_band,thighband"
cosplay,0,125492,
black_panties,0,125422,
bare_legs,0,124836,
neck_ribbon,0,124225,
buttons,0,123887,
black_bow,0,123746,
arknights,3,123260,mingri_fangzhou
uncensored,0,123139,uncensoring
azur_lane,3,122724,bilan_hangxian
petals,0,122641,"petal,flower_petals"
window,0,122535,
gradient_hair,0,122261,
covered_navel,0,121849,clothed_navel
hoodie,0,121298,
tattoo,0,121232,tattoos
black_ribbon,0,121048,
shiny_skin,0,120706,
single_braid,0,120312,
kneehighs,0,120177,"kneesocks,knee_socks,kneehigh_socks"
detached_collar,0,120074,
black_pants,0,118518,
idolmaster_cinderella_girls,3,117866,cinderella_girls
profile,0,117845,in_profile
blurry_background,0,117832,
colored_skin,0,117780,
double_bun,0,116081,"buns,double_buns,hair_buns,twin_bun,twin_buns,double_hair_bun"
blood,0,115064,
facial_hair,0,114230,
dress_shirt,0,114223,
makeup,0,113689,"make_up,make-up"
floating_hair,0,113566,"space_hair,hair_blowing"
mask,0,112930,masks
dutch_angle,0,112759,
pov,0,111542,male_pov
border,0,110815,"windowbox,bordered,windowboxed"
hug,0,110807,"hugging,embrace"
open_shirt,0,110593,open_blouse
bell,0,110452,bells
swept_bangs,0,110424,
kneeling,0,110400,on_knees
sideboob,0,109997,"side_boob,side_boobs,sideboobs"
capelet,0,109384,
bodysuit,0,109214,body_suit
blue_dress,0,109182,dark_blue_dress
aqua_hair,0,108993,
shadow,0,108390,shadows
anus,0,107722,"asshole,ass_hole,butthole,butt_hole"
leaning_forward,0,107681,
saliva,0,107456,"drool,spit"
skindentation,0,107252,
blue_background,0,107008,
horse_ears,0,106980,
copyright_name,0,106864,"title_drop,title_name,copyright_title,copyright_abbreviation"
night,0,106621,
turtleneck,0,105732,turtle_neck
:3,0,105665,
artist_request,5,105409,tagme_(artist)
expressionless,0,105178,"neutral_expression,unexpressive,emotionless"
black_bikini,0,104801,
black_shorts,0,104660,
4girls,0,104592,4girl
blue_bow,0,104350,
umamusume,3,104008,uma_musume
heterochromia,0,103765,odd_eye
horse_girl,0,103192,pony_girl
low_twintails,0,102021,
bed,0,101737,
red_skirt,0,101627,
military,0,100951,
highleg,0,100810,
^_^,0,100138,^^
fruit,0,99859,fruits
on_bed,0,99636,
siblings,0,99606,
alternate_hairstyle,0,99331,"alternative_hairstyle,alternate_hair_style,alternative_hair_style"
md5_mismatch,5,99269,
watermark,0,99106,watermarked
scar,0,98753,scars
no_bra,0,98542,
nose_blush,0,98475,
white_jacket,0,98401,
frown,0,98317,":(,frowning,:{"
depth_of_field,0,98062,focus_blur
white_socks,0,98049,white_kneehighs
bird,0,97942,birds
hair_intakes,0,97858,hair_vents
fox_tail,0,97688,
brown_footwear,0,97434,"brown_boots,brown_shoes"
hatsune_miku,4,97430,
rose,0,97332,roses
symbol-only_commentary,5,97309,"emoji_commentary,symbol_commentary"
one_side_up,0,97287,
piercing,0,96301,"piercings,pierced"
4koma,0,96259,4coma
chain,0,96025,chains
glowing,0,95621,glow
wavy_hair,0,95048,
holding_sword,0,94911,"holding_katana,holding_rapier"
underboob,0,94703,"under_boob,underbreast"
soles,0,94623,sole
playboy_bunny,0,94507,"bunny_suit,playboy_bunny_leotard,bunnysuit"
animal,0,94446,animals
witch_hat,0,94272,witches_hat
halterneck,0,94237,"halter,haltertop,halter_top"
thick_thighs,0,93684,"thunder_thighs,big_thighs,fat_thighs"
ocean,0,93646,sea
fangs,0,93618,
thick_eyebrows,0,93291,
beret,0,93277,
holding_hands,0,93026,"hand_holding,handholding,holding_another's_hand"
headband,0,92929,head_band
military_uniform,0,92662,
blush_stickers,0,92132,blush_sticker
lowres,5,91995,
no_panties,0,91700,nopan
headphones,0,91609,headphone
leaf,0,91191,leaves
from_above,0,90984,"view_from_above,aerial_view,viewed_from_above"
bottomless,0,90645,bottom_less
side-tie_bikini_bottom,0,90458,side_tie_bikini
bed_sheet,0,90107,"sheet,bed_sheets,bedsheet,bedsheets,sheets"
white_footwear,0,90068,"white_boots,white_shoes"
muscular_male,0,90027,
embarrassed,0,89924,"embarrassing,embarrassment"
black_hat,0,89835,
chinese_clothes,0,89667,
phone,0,89151,telephone
facial_mark,0,88792,"facial_marking,facial_markings,facial_marks"
arm_support,0,88593,
non-web_source,5,88485,
white_bikini,0,88132,
looking_down,0,87378,
abs,0,87134,six_pack
half-closed_eyes,0,86451,
back,0,86426,
no_shoes,0,86393,
plaid_skirt,0,86000,tartan_skirt
sandals,0,85500,sandal
ass_visible_through_thighs,0,85320,"ass_fangs,butt_fangs,gluteal_fold"
beach,0,85279,
pectorals,0,85230,pecs
bandages,0,85210,bandage
chair,0,85069,chairs
blue_shirt,0,84939,blue_blouse
scan,5,84259,
pink_background,0,84004,
bob_cut,0,83868,bobbed_hair
banned_artist,1,83826,
thigh_boots,0,83738,"thighboots,thighhigh_boots"
sunglasses,0,83513,shades
umbrella,0,83424,
black_socks,0,83058,black_kneehighs
red_dress,0,83007,
hood_down,0,82918,
happy,0,82748,
on_side,0,82672,lying_on_side
frilled_dress,0,82623,"frilly_dress,ruffled_dress"
blue_jacket,0,82525,blue_blazer
short_dress,0,82289,"minidress,mini_dress"
fire_emblem,3,81840,
dark-skinned_male,0,81725,
heart-shaped_pupils,0,81486,
drill_hair,0,81464,
floral_print,0,81403,"floral_pattern,flower_print"
black_hairband,0,81279,
holding_food,0,81172,
testicles,0,80875,balls
traditional_media,5,80682,handdrawn
arms_behind_back,0,80644,"arms_behind,hands_behind_back"
white_flower,0,80370,
6+girls,0,80365,"6girls,6girl,7girls,8girls,9girls,6+girl"
flying_sweatdrops,0,80311,flying_sweatdrop
white_skirt,0,80148,
transparent_background,0,79998,"transparent_gif,transparent_png"
headgear,0,79419,
copyright_request,5,79119,series_request
garter_straps,0,79030,garter_strap
squatting,0,78895,"crouch,squat,crouching,crouched"
eating,0,78857,
wariza,0,78809,"w-sitting,w_sitting,w-legs,w_legs"
light_brown_hair,0,78643,
obi,0,78621,
cat_girl,0,78417,catgirl
stuffed_toy,0,78317,"plush,stuffed_doll,plush_toy"
table,0,77822,
cleavage_cutout,0,77800,"cleavage_window,tit_window,heart_cleavage_cutout,boob_window"
crossed_arms,0,77560,"arms_folded,folded_arms"
clothes_pull,0,77496,
ring,0,77306,
shirt_lift,0,77078,"top_lift,shirt_up,tank_top_lift"
white_bow,0,76835,
hakurei_reimu,4,76834,
from_below,0,76620,"view_from_below,low_angle,viewed_from_below"
love_live!,3,76406,
black_legwear,0,76198,
mouth_hold,0,75831,
oral,0,74915,
animated,5,74814,animation
leg_up,0,74761,one_leg_raised
wolf_ears,0,74729,coyote_ears
wavy_mouth,0,74714,
standing_on_one_leg,0,74617,"standing_on_one_foot,on_one_leg,on_one_foot"
parody,0,74322,
bound,0,73995,
thigh_gap,0,73941,
demon_horns,0,73784,devil_horns
magical_girl,0,73227,"magic_girl,mahou_shoujo,magical_girls"
cat,0,73167,cats
demon_girl,0,73129,"demongirl,demon_girls,succubus"
sharp_teeth,0,73041,"spiked_teeth,pointy_teeth,pointed_teeth"
sunlight,0,73035,sunshine
scrunchie,0,73028,scrunchy
final_fantasy,3,72925,
cardigan,0,72866,
korean_commentary,5,72173,
hair_tubes,0,71833,hair_tube
moon,0,71827,
trembling,0,71443,"tremble,shiver,shivering"
cellphone,0,71363,"mobile_phone,cell_phone"
eyepatch,0,71341,eye_patch
own_hands_together,0,71233,hands_together
honkai_(series),3,71208,
helmet,0,71130,
portrait,0,70908,
black_background,0,70636,
skirt_lift,0,70325,"skirtlift,lifting_skirt,skirt_up"
tank_top,0,70248,tanktop
mob_cap,0,70160,"pillowhat,pillow_hat"
high_ponytail,0,70094,
grass,0,69708,
bara,0,69705,
crossed_legs,0,69662,"crossed_legs_(sitting),crossed_legs_(lying),crossed_legs_(standing)"
topless,0,69659,"top_less,topless_(female)"
crying,0,69608,cry
backpack,0,69576,"ranset,back_pack,rucksack"
kirisame_marisa,4,69368,
eyes_visible_through_hair,0,68967,eye_through_hair
cloudy_sky,0,68895,
frilled_skirt,0,68860,"frilly_skirt,ruffled_skirt"
bright_pupils,0,68799,
mahou_shoujo_madoka_magica,3,68493,"puella_magi_madoka_magica,madoka_magica"
feathers,0,68490,feather
antenna_hair,0,68416,"antennae_hair,double_ahoge"
suit,0,68020,three-piece_suit
sleeping,0,67803,"sleep,asleep"
blue_ribbon,0,67731,
suspenders,0,67671,suspender
x_hair_ornament,0,67670,
frilled_sleeves,0,67534,ruffled_sleeves
3boys,0,67455,3boy
formal,0,67408,
blazer,0,67184,
partial_commentary,5,67182,
white_legwear,0,66714,
plant,0,66606,plants
fox_girl,0,66581,
light_smile,0,66575,"faint_smile,slight_smile"
pink_bow,0,66335,
bottle,0,66120,bottles
white_border,0,65951,
red_necktie,0,65444,
cover,0,65385,front_cover
single_hair_bun,0,65333,hairbun
looking_up,0,65322,
stuffed_animal,0,65103,"plushie,stuffed_animals,plushies,plushy"
pantyshot,0,65025,"panchira,panty_shot,panty_flash"
red_flower,0,65002,
fire,0,64730,"flames,flame"
black_nails,0,64604,black_fingernails
denim,0,64472,
straddling,0,63876,straddle
elf,0,63864,
ear_piercing,0,63864,"pierced_ears,pierced_ear"
couple,0,63529,romance
bug,0,63467,"bugs,insects,insect"
looking_away,0,63339,
motion_lines,0,63337,
cross,0,63174,
white_hat,0,63141,
crown,0,62907,
girls_und_panzer,3,62599,
underwear_only,0,62566,
outstretched_arms,0,62320,
;d,0,62012,
spiked_hair,0,61938,spiky_hair
?,0,61799,question_mark
knee_boots,0,61723,"kneehigh_boots,kneeboots"
hat_ribbon,0,61699,"hat_ribbons,hatband"
red_shirt,0,61535,red_blouse
juliet_sleeves,0,61515,"puffy_shoulders_long_sleeves,puffy_shoulder_long_sleeves"
white_apron,0,61206,
school_swimsuit,0,61162,"sukumizu,school_swimsuits"
yaoi,0,61117,"shonen-ai,boy's_love,boys_love,boy_love,shounen-ai,gay"
furry,0,61109,"kemono,anthro"
tiara,0,61025,
slit_pupils,0,60906,"cat_eyes,snake_eyes"
game_cg,5,60882,"gamecg,game_asset"
clenched_teeth,0,60680,"gritted_teeth,gritting_teeth"
robot,0,60626,
aged_down,0,60542,"younger,de-aged"
on_stomach,0,60510,"prone,lying_on_stomach,on_belly,on_front"
katana,0,60419,katanas
curtains,0,60305,"drapes,curtain"
sisters,0,60248,
horse_tail,0,60211,
pointing,0,60115,
black_leotard,0,60078,
>_<,0,60030,><
crossover,0,60008,
1other,0,59945,sole_other
girl_on_top,0,59872,female_on_top
outstretched_arm,0,59844,
breasts_out,0,59778,"breasts_outside,breasts_out_of_clothes"
colored_inner_hair,0,59695,
t-shirt,0,59691,tshirt
knife,0,59564,knives
girls'_frontline,3,59541,girls_frontline
tassel,0,59209,"tassels,tassle"
holding_gun,0,59077,
red_bowtie,0,59027,
shoulder_armor,0,58840,shoulder_armour
holding_cup,0,58759,"holding_mug,holding_sakazuki,holding_drinking_glass,holding_teacup,holding_glass,holding_goblet"
polka_dot,0,58644,"polka_dots,polka-dot"
sneakers,0,58621,tennis_shoes
striped,0,58442,
skeb_commission,5,58370,
gem,0,58265,"jewel,jewels,gems,precious_stone,precious_stones,gemstone,gemstones"
head_wings,0,58013,headwings
animal_print,0,57741,
bent_over,0,57720,"bent-over,bending_over,bend_over"
wing_collar,0,57532,
rabbit_tail,0,57520,bunny_tail
straight_hair,0,57459,
red_footwear,0,57458,"red_boots,red_shoes"
blue_sailor_collar,0,57390,
bat_wings,0,57049,batwing
hololive_english,3,56997,
hand_on_own_chest,0,56890,"hand_on_chest,hand_to_chest,hand_to_own_chest"
monster_girl,0,56803,monstergirl
messy_hair,0,56732,"morning_hair,bed_head"
short_twintails,0,56572,pigtails
facing_viewer,0,56349,
goggles,0,56141,
green_skirt,0,55952,
feathered_wings,0,55931,feather_wings
fishnets,0,55928,fishnet
5girls,0,55793,5girl
grey_shirt,0,55778,"grey_blouse,gray_shirt"
building,0,55352,buildings
revision,5,55325,revised
bandaid,0,55224,"bandaids,band-aid,band_aids"
strapless_leotard,0,55042,
undressing,0,55027,"undress,strip,stripping"
black_bra,0,54998,
lingerie,0,54932,
all_fours,0,54864,"all-fours,hands_and_knees,on_all_fours"
nijisanji,3,54677,
striped_thighhighs,0,54516,
yellow_background,0,54411,
brooch,0,54390,broach
extra_ears,0,54335,double_ears
tan,0,54212,"tanned,tanned_skin,suntan"
mahou_shoujo_madoka_magica_(anime),3,54187,
kiss,0,54170,kissing
black_necktie,0,54158,
light_blush,0,54064,
pink_dress,0,53949,
staff,0,53882,
lipstick,0,53859,
loafers,0,53799,
clenched_hand,0,53673,"closed_fist,fist,clenched_fist"
dog_ears,0,53635,"inumimi,dog_ear,african_wild_dog_ears"
group_sex,0,53568,"groupsex,foursome,fivesome"
eyewear_on_head,0,53503,"glasses_on_head,sunglasses_on_head"
shaded_face,0,53427,"shadow_over_eyes,shaded_eyes"
hooded_jacket,0,53378,
star_(sky),0,53144,stars_(sky)
otoko_no_ko,0,52888,"trap,otokonoko,femboy"
hair_bobbles,0,52871,"ball_braids,hair_bobble"
hat_bow,0,52845,
polearm,0,52802,
demon_tail,0,52621,devil_tail
cherry_blossoms,0,52455,"sakura_blossoms,cherry_blossom,cherry_trees"
single_thighhigh,0,52261,"one_thighhigh,thighhigh"
white_pupils,0,52030,
skin_fang,0,51895,flesh_fang
towel,0,51808,towels
red_background,0,51754,
instrument,0,51537,instruments
remilia_scarlet,4,51389,
crescent,0,51330,crescent_moon_symbol
multicolored_clothes,0,51220,multicolored_clothing
puffy_long_sleeves,0,51181,
box,0,51166,boxes
letterboxed,0,51005,"letterbox,letter_boxed"
white_ribbon,0,50973,
precure,3,50869,
flandre_scarlet,4,50863,
armband,0,50847,"armbands,arm_band"
steam,0,50727,
revealing_clothes,0,50612,slutty_clothing
black_headwear,0,50482,
red_jacket,0,50428,red_blazer
night_sky,0,50411,
child,0,50387,"kids,children"
no_pants,0,50369,"pantsless,no_skirt,skirtless,pantless"
wind,0,50364,windy
drooling,0,50320,
knees_up,0,50219,
pink_flower,0,49848,
^^^,0,49843,realization_crown
foreshortening,0,49774,
butterfly,0,49660,butterflies
red_nails,0,49593,red_fingernails
paid_reward_available,5,49507,reward_available
surprised,0,49258,"shock,shocked,surprise,startled"
pale_skin,0,49215,"pale,paleskin"
multiple_tails,0,48860,"multitail,multitails,multi_tails,multiple_tail,multi_tail,tails,animal_tails"
scar_on_face,0,48853,facial_scar
kemono_friends,3,48768,
hair_over_shoulder,0,48755,
bike_shorts,0,48663,"spats,spandex_shorts,biker_shorts"
china_dress,0,48613,"cheongsam,qipao,chinadress,chinese_dress"
sheath,0,48541,
candy,0,48434,candies
adapted_costume,0,48403,adapted_outfit
couch,0,48349,"sofa,settee"
scenery,0,48290,scenic
veil,0,48191,
character_request,5,48067,tagme_(character)
musical_note,0,47978,"musical_notes,music_note,music_notes"
rope,0,47938,ropes
gauntlets,0,47834,gauntlet
ribbon_trim,0,47769,
smartphone,0,47743,smart_phone
large_pectorals,0,47719,
breast_press,0,47554,
casual,0,47510,
side_braid,0,47202,
light_particles,0,47190,dust_particles
panty_pull,0,47026,"pantypull,panties_pull,panties_down,panty_down"
claws,0,46871,claw
arms_behind_head,0,46850,hands_behind_head
strapless_dress,0,46833,shoulderless_dress
meme,0,46763,
between_breasts,0,46743,
mole_under_mouth,0,46734,
beard,0,46713,
hakama,0,46600,
nature,0,46545,
microphone,0,46493,mic
...,0,46431,ellipsis
wet_clothes,0,46414,wet_clothing
pink_panties,0,46384,
lace_trim,0,46377,
black_belt,0,46330,
anger_vein,0,46307,anger_mark
granblue_fantasy,3,46296,
wristband,0,46203,"wrist_band,wrist_bands,wristbands"
cover_page,0,46190,book_cover
gundam,3,46150,
toenails,0,46128,toenail
pelvic_curtain,0,46080,"crotch_veil,pussy_veil,waist_veil"
crossed_bangs,0,45954,
breath,0,45950,
waist_apron,0,45940,half_apron
genderswap,0,45829,"sex_change,crossgender,rule_63,genderbend"
low_ponytail,0,45775,
baseball_cap,0,45549,
izayoi_sakuya,4,45427,
red_neckerchief,0,45421,
highleg_leotard,0,45235,
danganronpa_(series),3,45229,"dangan_ronpa,dangan-ronpa,danganronpa"
white_pantyhose,0,45210,
cloak,0,45034,
index_finger_raised,0,44859,"raised_finger,finger_raised"
jojo_no_kimyou_na_bouken,3,44821,jojo's_bizarre_adventure
web_address,0,44707,url
blouse,0,44571,
third_eye,0,44508,3rd_eye
purple_dress,0,44440,
outside_border,0,44388,"out_of_border,cropped_background,outside_of_border"
string_bikini,0,44365,
