tag,type,count,aliases
bodily_fluids,0,1365628,"bio_fluid,bio_fluids,biofluid,biofluids,bodily_fluid,bodily_waste,body_fluid,body_fluids,body_waste,excreta,excretion,excretory_product,excretory_waste,human_waste,human_waste_matter,secretion,secretions,waste_matter"
tail,0,1283036,"furred_tail,tail_tip,tailed"
canid,0,1251886,"anthro_canid,candid_(species),canidae,canide,canids,feral_canid"
nipples,0,1217619,"male_nipples,monotone_nipples,niples,nippels,nippes,nipple,nippls,nupples,wandering_nipple"
canine,0,1211925,"anthro_canine,articwolfgirl,canines,cannine,cnaine,dog_boy,dog_girl,dogboy,doggirl,feral_canine,fox_boy,fox_girl,foxboy,foxgirl,k9,mongrel,vixengirl,wolf_boy,wolf_girl,wolfboy,wolfgirl"
digital_media_(artwork),5,1210222,"artwork_(digital),digital,digital-art,digital_art,digital_artwork,digital_artworks,digital_media,digital_media(art),digital_media(artwork),digital_media_(art),digital_media_artwork,digitalart,digitalartist,digitalartwork,digitaldrawing,digitalillustration,furrydigitalartist"
nude,0,1195948,"butt_naked,completely_naked,completely_nude,full_nudity,nacked,naked,no_clothes,nude_student,nude_teacher,nudes,nudity,sfw_nudity,unclothed,wholesome_nudity"
simple_background,0,1188480,"basic_background,basic_bg,blank_background,blank_bg,chromatic_background,chromatic_bg,empty_background,empty_bg,flat_background,flat_bg,generic_background,generic_bg,minimal_background,minimal_bg,minimalist_background,minimalist_bg,monochromatic_background,monochromatic_bg,monochrome_background,monochrome_bg,plain_backgorund,plain_backgroudn,plain_background,plain_bg,simple_backgorund,simple_backgroudn,simple_backround,simple_bg,simplistic_background,simplistic_bg,solid_background,solid_bg,stoopidly_simple_background,stoopidly_simple_bg,undetailed_background,undetailed_bg,very_simple_background,very_simple_bg"
clothed,0,1083942,"cloted,clothed_non-humanoid_creature,clothed_student,clothed_teacher,cltohed,dressed,half-dressed,half_dressed"
text,0,1074419,"colored_text,coloured_text,moonspeak,words"
smile,0,980000,":),big_smile,c:,cute_smile,smiling,smilling"
absurd_res,5,973983,"absurd_resolution,absurd_rez,absurdres,aburd_res,bsurd_res,holy_shit_res,insane_res"
butt,0,962697,"arse,ass,ass_cheek,ass_cheeks,asses,backside,behind,bootie,booty,booty_cheek,booty_cheeks,bootycheek,bootycheeks,bootylicious,bottom,bum,bunny_buns,bunny_butt,but,buts,butt_cheek,butt_cheeks,butt_crack,buttcheek,buttcheeks,buttcrack,buttock,buttocks,butts,culo,cute_butt,dat_ass,dat_plot,datt_ass,derriere,derrière,furry_ass,furry_butt,gluteus_maximus,heinie,heiny,hindquarters,hunkers,inherited_butt,keester,keister,posterior,rear,rear_end,rears,robutt,rump,rumps,tail_end,tight_ass,toosh,tooshie,tooshy,tushie,tushy"
blush,0,950290,"blushed,blushes,blushing,facial_blush"
open_mouth,0,892793,"maw,maws,mouth_open,open-mouth,open_maw,open_muzzle,opened_mouth"
looking_at_viewer,0,872794,"lav,lookign_at_viewer,looking-at-viewer,looking_at_camera,looking_at_the_viewer,looking_at_viewers,looking_at_you,staring_at_viewer"
tongue,0,809224,"monotone_tongue,tonge,tongues,tougue,tounge,toungue"
big_breasts,0,790997,"big_boobies,big_boobs,big_breast,big_breats,big_tits,bigboobs,bigbreasts,bigtits,busty,large_boobs,large_breast,large_breasts"
english_text,5,779140,"english-text,english_dialog,english_dialogue"
canis,0,663723,"anthro_canis,feral_canis"
nintendo,3,659613,
felid,0,658898,"anthro_felid,catshepherd,catsona,felids,feral_felid"
white_body,0,649670,whtie_body
mythology,3,646150,"classical_mythology,folklore,myth,mythological"
teeth,0,642826,"teeth_visible,tooth,white_teeth,whtie_teeth"
horn,0,637896,"horned,horns,neon_horn,neon_horns"
male/female,0,636428,"f/m,f_m,female/male,female/male/female,female_on_male,female_x_male,femalemale,femalexmale,hetero,heterosexual,m/f,m/f/f,m/f/m,m/m/f,m_f,male/female/female,male/female/male,male_female,male_kissing_female,male_on_female,male_x_female,malefemale,malexfemale,mf,straight,straigth"
mythological_creature,0,616331,mythical_creature
scalie,0,599040,"anthro_scalie,reptilian,reptilians,reptillian,scaley,scalies,scaly"
feral,0,592411,"adult_feral,bottomless_feral,caked_up_feral,feral_art,feral_on_non-humanoid_creature,feral_student,feral_teacher,feralanimal,feralcreature,ferals,ferla,non-anthro,non-anthropomorphic,non-morphic,non_anthro,non_anthropomorphic,non_morphic,nonanthro,nonanthropomorphic,nonmorphic,sapient_feral,sentient_feral,topless_feral"
feet,0,562587,"feets,foot"
tongue_out,0,536038,":p,lolling,sticking_out_tongue,sticking_tongue_out,tongnue_out,tongue-out,tongue_sticking_out,tougue_out,tounge_out,toungue_out"
claws,0,506673,"claw,claws_out,cute_claws,monotone_claws,sharp_claws"
topwear,0,506013,"top_wear,topware,topwea"
white_fur,0,498324,"whitefur,whtie_fur"
blue_eyes,0,491693,"aqua_eyes,blue_eye,blue_iris,blue_irises,blueeyes,cyan_eyes,dark_blue_eyes,indigo_eyes,light_blue_eyes,turquoise_eyes"
pokemon,3,489177,"alola,anthro_pokemon,anthro_pokémon,big_pokemon,big_pokémon,bug_pokemon,bug_pokémon,bug_type_pokemon,bug_type_pokémon,bug_typed_pokemon,bug_typed_pokémon,dark_pokemon,dark_pokémon,dark_type_pokemon,dark_type_pokémon,dark_typed_pokemon,dark_typed_pokémon,dragon_pokemon,dragon_pokémon,dragon_type_pokemon,dragon_type_pokémon,dragon_typed_pokemon,dragon_typed_pokémon,electric_pokemon,electric_pokémon,electric_type,electric_type_pokemon,electric_type_pokémon,electric_typed_pokemon,electric_typed_pokémon,fairy_pokemon,fairy_pokémon,fairy_type_pokemon,fairy_type_pokémon,fairy_typed_pokemon,fairy_typed_pokémon,fat_pokemon,fat_pokémon,feral_pokemon,feral_pokémon,fighting_pokemon,fighting_pokémon,fighting_type_pokemon,fighting_type_pokémon,fighting_typed_pokemon,fighting_typed_pokémon,fire_pokemon,fire_pokémon,fire_type,fire_type_pokemon,fire_type_pokémon,fire_typed_pokemon,fire_typed_pokémon,flying_pokemon,flying_pokémon,flying_type_pokemon,flying_type_pokémon,flying_typed_pokemon,flying_typed_pokémon,galar,ghost_pokemon,ghost_pokémon,ghost_type_pokemon,ghost_type_pokémon,ghost_typed_pokemon,ghost_typed_pokémon,giant_pokemon,giant_pokémon,grass_pokemon,grass_pokémon,grass_type_pokemon,grass_type_pokémon,grass_typed_pokemon,grass_typed_pokémon,ground_pokemon,ground_pokémon,ground_type_pokemon,ground_type_pokémon,ground_typed_pokemon,ground_typed_pokémon,hoenn,ice_pokemon,ice_pokémon,ice_type_pokemon,ice_type_pokémon,ice_typed_pokemon,ice_typed_pokémon,johto,kalos,kanto,kantonian,normal_pokemon,normal_pokémon,normal_type_pokemon,normal_type_pokémon,normal_typed_pokemon,normal_typed_pokémon,pkmn,pkmnart,pkmnfanart,pocket_monster,pocket_monsters,poison_pokemon,poison_pokémon,poison_type_pokemon,poison_type_pokémon,poison_typed_pokemon,poison_typed_pokémon,pokemin,pokemmon,pokemo,pokemon_(game),pokemon_character,pokemon_company,pokemon_evolutions,pokemon_fanart,pokemon_number,pokemon_red_green_blue_&_yellow,pokemon_s/s,pokemon_scarlet,pokemon_scarlet_and_violet,pokemon_shield,pokemon_sun_and_moon,pokemon_sv,pokemon_sword,pokemon_sword_and_shield,pokemon_swsh,pokemon_theme,pokemon_violet,pokemonart,pokemonfanart,pokemonshield,pokemonsword,pokeporn,pokémon,pokémon_(game),pokémon_anime,pokémon_company,pokémon_evolutions,pokémon_gsc,pokémon_number,pokémon_red_green_blue_&_yellow,pokémon_rgby,pokémon_rse,pokémon_s/s,pokémon_scarlet,pokémon_scarlet_and_violet,pokémon_shield,pokémon_sv,pokémon_sword,pokémon_sword_and_shield,pokémon_swsh,pokémon_violet,pokémonshield,pokémonsword,porkyman,psychic_pokemon,psychic_pokémon,psychic_type_pokemon,psychic_type_pokémon,psychic_typed_pokemon,psychic_typed_pokémon,rock_pokemon,rock_pokémon,rock_type_pokemon,rock_type_pokémon,rock_typed_pokemon,rock_typed_pokémon,sinnoh,starter_pokemon,starter_pokémon,steel_pokemon,steel_pokémon,steel_type_pokemon,steel_type_pokémon,steel_typed_pokemon,steel_typed_pokémon,too_many_pokemon,too_many_pokemons,too_many_pokémon,too_many_pokémons,unova,water_pokemon,water_pokémon,water_type_pokemon,water_type_pokémon,water_typed_pokemon,water_typed_pokémon"
pokemon_(species),0,485976,"baby_pokemon,baby_pokémon,pokefur,pokemon(species),pokemon_(creature),pokemon_(creatures),pokemon_baby,pokemon_creatures,pokemon_species,pokesex,pokémon(species),pokémon_(creature),pokémon_(creatures),pokémon_(species),pokémon_baby,pokémon_creatures,pokémon_species,strange_shiny_pokemon"
dialogue,0,483263,"conversation,dialgoue,dialog,dialouge,diolouge,monologue,speaking,speech,talking"
male/male,0,477215,"gay,homo,m/m,m/m/m,male/male/male,male_kissing_male,male_male,male_on_male,male_top_male_bottom,male_x_male,malemale,malesbian,malexmale,mlm,mm,yaoi"
fingers,0,475591,"finger,monotone_fingers"
biped,0,445043,"bipedal,bipede"
thick_thighs,0,438464,"big_thighs,large_thighs,thicc,thicc_thighs,thick-thighs,thick_legs,thick_thigh,thick_tighs,thunder_thighs,wide_thighs"
group,0,436960,"1girl3guys,group_focus,quartet,too_many_characters"
muscular,0,429941,"beefcake,beefy,bodybuilder,buff,musclar,muscle,muscled,muscler,muscles,muscular_body,musuclar,strong,swole"
navel,0,427758,"belly-button,belly_button,bellybutton,exposed_navel,innie_navel,naval,navels"
humanoid,0,427587,"adult_humanoid,humanoid_(species),humanoid_being,humanoid_mimiff,humanoid_nation,humanoid_on_non-humanoid_creature,humanoid_student,humanoid_teacher,humanoide,humanoids,huminoid,hummanoid,mobian_humanoid"
tuft,0,421000,monotone_tuft
standing,0,418459,"stadning,stand,standign,standind,standing_up,standng,stanidng,stanindg,staning,stnaidng"
feline,0,417198,"anthro_feline,cat_boy,cat_girl,catboy,catgirl,feline_(species),felines,fleine"
equid,0,408292,equidae
toes,0,399697,"monotone_toes,toe"
wings,0,396250,"wing,winged"
equine,0,390336,"equines,horse_girl"
monochrome,5,384195,"colorless,monochromatic,monotone,no_color,no_colour,non-colored,non_coloured,uncolored,uncoloured"
piercing,0,384134,"body_piercings,pearcing,peircing,peircings,pericings,pierced,piercings"
bottomwear,0,383551,bottom_wear
brown_body,0,380875,"dark_brown_body,light_brown_body"
lying,0,377198,"lay,laying,laying_down,lying_down"
markings,0,370481,"body_marking,body_markings,body_marks,mark_(marking),mark_(markings),marking,marks,marks_(marking),marks_(markings),neon_marking,neon_markings,skin_marking,skin_markings"
fox,0,358455,"albino_fox,angel_fox,anthro_fox,black_fox,blue_fox,broken_fox,brown_fox,femboy_fox,feral_fox,four-tailed_kitsune,four_tailed_kitsune,fox's,fox/vixen,fox_(species),foxes,foxkit,kistune,kitsune,kitsune_(fox),male_fox,mobian_fox,sand_fox,spieces:fox,vixen,winged_fox,yellow_fox,zorro,狐"
human,0,354226,"adult_human,black_human,brown_human,clavat,furry_and_human,homo_sapiens,homo_sapiens_sapiens,human_child,human_on_non-humanoid_creature,human_student,human_teacher,humans,hume,hyur,non-humanoid_creature_on_human,nord,white_human"
1:1,5,349520,4:4
underwear,0,346054,"undergarments,underpants,underwears,undies"
mythological_scalie,0,342710,
dragon,0,342017,"anthro_dragon,black_dragon,blue_dragon,derg,dragon_(species),dragon_girl,dragon_on_dragon,dragonboy,dragoness,dragongirl,dragonoid,dragons,drake_(species),feral_dragon,fire_dragon,gray_dragon,green_dragon,grey_dragon,mobian_dragon,orange_dragon,pink_dragon,purple_dragon,red_dragon,white_dragon,yellow_dragon"
spreading,0,339876,spread
big_butt,0,336403,"big_ass,big_booty,chubby_ass,enormous_ass,enormous_butt,fat_butt,humongous_ass,humongous_butt,large_ass,large_booty,large_butt,massive_ass,massive_butt,oversized_butt,phat_ass,plump_ass,plump_butt,plump_buttocks,thicc_ass,thick_ass,thick_butt,wide_ass,wide_butt"
domestic_dog,0,334699,"anthro_dog,brown_dog,canis_lupus_familiaris,dog,doggie,doggies,doggo,dogs,feral_dog,hound,mobian_dog,mutt,northern_dog,pup,pupper,sato_(dog),sato_dog,skinny_dog,small_dog"
eyes_closed,0,333636,"both_eyes_closed,close_eyes,closed_eye,closed_eyes,eyes-closed,eyes_shut"
heart_symbol,0,331622,"<3,heart,hearts,love_heart,love_hearts,spoken_heart,♥,❤️"
hasbro,3,328365,"hasbro_(copyright),hasbro_bradley,hasbro_entertainment,hasbro_entertainment_and_licensing,hasbro_gaming,hasbro_inc,hasbro_inc.,hasbro_incorporated,hasbro_industries,hasbro_industry"
blue_body,0,326185,"cyan_body,dark_blue_body,indigo_body,light_blue_body"
black_body,0,325971,
white_background,0,323628,"white_backgorund,white_backgroudn,white_backround,white_bg,whtie_background,whtie_bg"
size_difference,0,322077,"big_male_small_fem,big_male_small_female,height_difference,larger_non-humanoid_creature,size-difference,size_different,small_fem_big_male,small_female_big_male,smaller_non-humanoid_creature"
my_little_pony,3,315753,"(mlp),missing_cutie_mark,mlp,mylittlepony"
green_eyes,0,310935,"emerald_eyes,green-eyes,green_eye,green_eys,green_iris,green_irises,light_green_eyes"
wolf,0,309875,"angel_wolf,angelic_wolf,anthro_wolf,black_wolf,gray_wolf,grey_wolf,ice_wolf_(species),lupine,merky_taiga_wolf,mobian_wolf,north_american_grey_wolf,saber_wolf,sabertooth_wolf,timber_wolf,timberwolf,white_wolf,whitewolf_(species),winged_wolf,wolfess,wolfess_(species),wolfs,wolve,wolves"
brown_fur,0,309459,"brown-fur,brownfur,dark_brown_fur,light_brown_fur"
huge_breasts,0,307594,"enormous_breasts,giant_breasts,gigantic_breasts,huge_boobs,huge_breast,huge_tits"
plant,0,306637,"foliage,plants,vegetation"
shirt,0,305428,shirts
multicolored_body,0,302220,"black_and_white_body,black_and_yellow_body,four_color_body,multi-colored_body,multi_colored_body,multi_tone_body,multicoloured_body,red_and_white_body,three-tone_body,three-toned_body,three_color_body,three_tone_body,three_toned_body,white_and_pink_body"
furniture,0,301986,
sitting,0,301184,"seated,sit,siting,sitting_down"
ambiguous_gender,0,295896,"adult_ambiguous,ambigious_gender,ambiguous,ambiguous_non-humanoid_creature,ambiguous_sex,ambiguous_student,ambiguous_teacher,androgynous,androgyny,gender_unknown,unknown_gender"
comic,5,295206,"comic_page,comic_strip,comics,dojin,doujin,doujinshi,manga"
interspecies,0,295146,"inter-species,inter_species,interspecies_relationship,interspecies_sex,mammal/reptile"
sweat,0,294865,"sweating,sweaty"
muscular_male,0,294110,"buff_male,musclar_male,muscular_males,musuclar_male,musuclar_man"
narrowed_eyes,0,293751,"eye_narrow,eye_narrowed,eye_narrowing,eye_partially_closed,eye_partly_closed,eye_slightly_closed,eyes_narrow,eyes_narrowed,eyes_narrowing,eyes_partially_closed,eyes_partly_closed,eyes_slightly_closed,narrow_eye,narrow_eyes,narrowed_eye,narrowing_eye,narrowing_eyes,partially_closed_eye,partially_closed_eyes,partly_closed_eye,partly_closed_eyes,slightly_closed_eye,slightly_closed_eyes"
grey_body,0,290603,"dark_grey_body,gray_body,light_grey_body"
legwear,0,288125,leg_wear
wide_hips,0,287654,"big_hips,curvy_hips,hips,inherited_hips,large_hips,thick_hips,wide_hip"
eyewear,0,286476,eye_wear
long_hair,0,286068,very_long_hair
spread_legs,0,283730,"leg_spread,legs_apart,legs_open,legs_spread,legsapart,open_legs,spead_legs,spread_leg,spreading_legs,spreadlegs"
outside,0,282084,"out_doors,out_side,outdoor,outdoors,outisde"
looking_back,0,277675,"lookign_back,looking_behind,looking_over_shoulder,looks_back,over_shoulder,over_the_shoulder"
felis,0,277442,"anthro_felis,feral_felis"
headgear,0,273852,
domestic_cat,0,271744,"anthro_domestic_cat,black_cat,blue_cat,cat,cats,domestic_long-haired_cat,domesticated_cat,egyptian_cat,feral_domestic_cat,green_cat,house_cat,housecat,kitty,mobian_cat,neko,orange_cat,pink_cat,winged_cat"
5_fingers,0,264730,"5_figner,5_fignered,5_figners,5_finger,5_fingered,5f,5fingers,five_figner,five_fignered,five_figners,five_finger,five_fingered,five_fingers"
lagomorph,0,260698,"anthro_lagomorph,bunnyboy,bunnygirl,lagamorph,lagomoprh,lagomorpha,lapine,leporine,logomorph,rabbit_boy,rabbit_girl,rabbitboy,rabbitgirl,unirabbit"
paws,0,256361,"fore_paw,fore_paws,forepaw,forepaws,paw,paw_on_arm,paw_on_back,paw_on_breast,paw_on_butt,paw_on_cheek,paw_on_chest,paw_on_chin,paw_on_dick,paw_on_face,paw_on_head,paw_on_knot,paw_on_leg,paw_on_muzzle,paw_on_neck,paw_on_nose,paw_on_penis,paw_on_pussy,paw_on_shoulder,paw_on_stomach,paw_on_tongue,paw_on_waist,paw_on_wing,paws_on_back,paws_on_balls,paws_on_belly,paws_on_breasts,paws_on_butt,paws_on_face,paws_on_glass,paws_on_hips,paws_on_mouth,paws_on_pillow,paws_on_thighs"
footwear,0,249307,foot_wear
friendship_is_magic,3,249302,"fim,generation_4,mane_six,mlp:fim,mlp_fim,mlpfim,my_little_pony:_friendship_is_magic,my_little_pony_(friendship_is_magic),my_little_pony_friendship_is_magic"
eyelashes,0,246960,"black_eyelashes,eye_lashes,eyelash"
black_nose,0,246799,"black-nose,blacknose,blakc_nose"
collar,0,244511,"cat-collar,cat_collar,catcollar,collared,collars,dog-collar,dog_collar,dogcollar,pet-collar,pet_collar,petcollar,slave_collar"
belly,0,243706,"chubby_belly,crotch_belly,crotchbelly,gut,pudgy_belly,round_belly,tummy"
ear_piercing,0,243555,"ear-piercing,ear-piercings,ear_peircing,ear_pierced,ear_piercings,earpiercing,pierced_ear,pierced_ears"
red_eyes,0,242981,"dark_red_eyes,red_eye,red_iris,red_irises,scarlet_eyes"
reptile,0,238009,"lizard_girl,repitle,reptiles"
pawpads,0,234254,"foot-pad,foot-pads,foot_pad,foot_pads,footpad,footpads,monotone_pawpads,paw-pad,paw-pads,paw_beans,paw_pad,paw_pads,pawapds,pawbeans,pawpad,pawpawds,pawspad,pawspads,toe-bean,toe-beans,toe-been,toe-beens,toe_bean,toe_beans,toe_been,toe_beens,toebean,toebeans,toebeen,toebeens"
signature,5,231710,"artist_signature,siganture,signature_artist_name,signed"
leporid,0,230776,"anthro_leporid,leporidae"
black_fur,0,228340,"blackfur,blakc_fur"
eyebrows,0,228327,"eybrows,eye_brow,eye_brows,eyebrow,monotone_eyebrows"
jewelry,0,227428,"jewelery,jewellery,jewerly,jewlery,jewlry"
young,0,225603,"colt,cub,cub_receiving,cubs,duckling,fawn,fillies,filly,fillycon,foal,foalcon,hatchling,kidfur,kitten,kittens,littlefur,minor,paedophilia,pedophilia,puppies,puppy,pups,underage,underaged"
rabbit,0,225043,"anthro_rabbit,black_rabbit,bunnies,bunny,bunny_rabbit,lapin,male_rabbit,mobian_bunny,mobian_rabbit,rabbit_(species),rabbits,slut_rabbit"
on_back,0,224012,"laying_back,laying_on_back,lying_back,lying_on_back,on-back,supine"
speech_bubble,0,219660,"dialogue_bubble,speach_bubble,speech_balloon,speech_balloons,speech_bubbles,talk_bubble,text_bubble,word_balloon,word_bubble"
fangs,0,219373,fang
anthro_on_anthro,0,215037,"a/o/a,an/an,anthro/anthro,anthro_kissing_anthro"
yellow_body,0,214674,
multicolored_fur,0,213369,"black_and_red_and_gold_fur,black_and_white_fur,blue_and_white_fur,brown_and_tan_fur,brown_and_white_fur,grey_and_white_fur,multi-colored_fur,multi_colored_fur,multi_tone_fur,multicolor_fur,multicolour_fur,multicoloured_fur,mutlicolored_fur,red_and_black_fur,red_and_white_fur,three-tone_fur,three-toned_fur,three_tone_fur,three_toned_fur,white_and_black_fur,white_and_tan_fur"
grey_fur,0,213251,"dark_grey_fur,gray_fur,grey-fur,greyfur,light_gray_fur,light_grey_fur,silver_fur"
feathers,0,211393,"feather,feathered"
muscular_anthro,0,210479,musclar_anthro
2022,5,209142,
saliva,0,208860,"salivating,salvia,slobber,spit"
overweight,0,208454,"bbw,chonky,chunky,debu-kemo,debu_kemo,debukemo,fat,fat_fetish,fat_fur,fat_furs,fat_kemono,fat_kink,fatfur,fatfurs,fatness,fatties,fatty,furfat,plump,plus_size,pudgy,superchub"
solo_focus,0,207819,solo-focus
headwear,0,207346,head_wear
brown_hair,0,206911,"bronw_hair,brunette,dark_brown_hair,light_brown_hair,long_brown_hair,short_brown_hair"
mythological_equine,0,206855,
black_hair,0,205477,"black_hairs,blakc_hair,long_black_hair,short_black_hair"
2023,5,204883,
glasses,0,203216,"dark_glasses,eye_glasses,eyeglasses,megane,spectacles"
blonde_hair,0,201890,"blond,blond_hair,blonde,blonde-hair,blonde_short_hair,blondehair,dirty_blonde,dirty_blonde_hair,gold_hair,golden_hair,long_blond_hair,long_blonde_hair,long_yellow_hair,short_blond_hair,short_blonde_hair,short_yellow_hair,yellow_hair"
abs,0,200365,"6_pack,6pack,8_pack,8pack,abdominals,eight_pack,eight_pack_abs,eightpack,six_pack,six_pack_abs,six_packs,sixpack"
horse,0,197585,"battlehorse,brown_horse,brumby,dun_horse,horse_(species),horses,kiger_mustang,mare,mustang_(horse),palomino_horse,racehorse,stallion,stallions,war_horse,warriorhorse,work_horse"
detailed_background,0,196746,"complex_background,complex_bg,complicated_background,complicated_bg,detailed_backgorund,detailed_backgroudn,detailed_bg,detaled_background,detaled_bg,detalied_background,detalied_bg,full_background,full_bg,ornate_background,ornate_bg,realistic_background,realistic_bg"
vein,0,195691,"veins,veiny"
pantherine,0,195147,"big_cat,black_panther,leonine,panter,panther,panthers,panthress,snow_panther,tiger_girl,white_panther"
hat,0,193204,"cap,fancy_hat,hats"
yellow_eyes,0,191214,"gold_eyes,golden_eyes,yellow_eye,yellow_iris,yellow_irises"
pecs,0,191038,"bara_tiddies,bara_tiddy,pecks,pectorals"
handwear,0,190673,"hand_clothes,hand_clothing,hand_wear"
shoes,0,185582,shoe
orange_body,0,185509,
2021,5,185198,
avian,0,182524,"avain,avians,blue_avian,mobian_bird"
gloves,0,182060,glove
bovid,0,180767,bovidae
tan_body,0,179330,"beige_body,burlywood_body,cream_body"
2020,5,179144,
bed,0,175808,
two_tone_body,0,174572,"two-tone_body,two_color_body"
half-closed_eyes,0,173949,"eye_half_opened,eyes_half-closed,eyes_half_closed,eyes_half_open,eyes_half_opened,eyes_half_shut,half-closed-eyes,half-closed_eye,half-lidded_eyes,half-open_eye,half-open_eyes,half-opened_eye,half-opened_eyes,half_closed_eye,half_closed_eyes,half_lidded_eyes,half_open_eye,half_open_eyes,half_opened_eye,half_opened_eyes,halflid_eyes"
inside,0,173848,"indoor,indoors,interior,room"
blue_fur,0,172754,"bluefur,cyan_fur,dark_blue_fur,indigo_fur,light_blue_fur,turquoise_fur"
holding_object,0,171297,"carrying_object,holding_item,holding_items,holding_objects"
portrait,5,168694,
shaded,5,168685,"shaded_color,shading"
pants,0,165119,trousers
white_hair,0,165013,"long_white_hair,short_white_hair,whtie_hair"
2019,5,162792,
3d_(artwork),5,162480,"3d,3d_art,3d_artwork,3d_model,3d_render,3dart,3dmodel,bad_3d,cg,cgi,computer_generated,poser,render,rendering"
stripes,0,162464,"stripe,striped,strypes,tiger_stripes,zebra_stripes"
hyper,0,162389,"hyper-endowed,hyper_endowed,hypertrophilia"
rear_view,0,159329,"back_pose,back_shot,back_to_camera,back_to_viewer,back_turned,back_view,backview,behind_view,from_behind_view,rearview,view_from_behind"
widescreen,5,158241,
bound,0,156343,"bounded,cuffed,tied,tied_up"
not_furry,0,154426,"no_furry,non-furry,non_furry,not-furry,notfurry"
blue_hair,0,154380,"aqua_hair,blue_hairs,cyan_hair,dark_blue_hair,indigo_hair,light_blue_hair,long_blue_hair,short_blue_hair"
digital_drawing_(artwork),5,153836,"digital_draw,digital_drawing"
